date,norad,alt
2026-07-03,53436,502.6
2026-07-02,53438,502.8
2026-07-03,53438,501.6
2026-07-02,53439,497.4
2026-07-03,53439,495.8
2026-07-02,53466,379.9
2026-07-03,53466,382.6
2026-07-02,53467,365.1
2026-07-03,53467,363.9
2026-07-02,53473,431.9
2026-07-03,53473,430.8
2026-07-02,53475,391.4
2026-07-03,53475,392.4
2026-07-02,53477,378.3
2026-07-03,53477,377.6
2026-07-02,53480,406.9
2026-07-03,53480,405.9
2026-07-02,53481,379.5
2026-07-03,53481,379.5
2026-07-02,53486,371.9
2026-07-03,53486,373.1
2026-07-02,53490,464.2
2026-07-03,53490,463.9
2026-07-02,53491,400.8
2026-07-03,53491,402.1
2026-07-02,53492,428.8
2026-07-03,53492,427.6
2026-07-02,53499,457.9
2026-07-03,53499,457.5
2026-07-02,53500,328.4
2026-07-03,53500,326.7
2026-07-02,53501,381.7
2026-07-03,53501,383.1
2026-07-02,53502,386.0
2026-07-03,53502,387.2
2026-07-02,53504,405.2
2026-07-03,53504,405.2
2026-07-02,53505,334.3
2026-07-03,53505,334.1
2026-07-02,53506,360.0
2026-07-03,53506,358.8
2026-07-02,53509,388.3
2026-07-03,53509,387.3
2026-07-02,53536,503.5
2026-07-03,53536,501.1
2026-07-02,53543,486.0
2026-07-03,53543,485.6
2026-07-02,53545,500.2
2026-07-03,53545,499.9
2026-07-02,53547,498.7
2026-07-03,53547,496.6
2026-07-02,53563,493.3
2026-07-03,53563,493.2
2026-07-02,53564,501.0
2026-07-03,53564,498.9
2026-07-02,53565,497.0
2026-07-03,53565,494.8
2026-07-02,53568,502.1
2026-07-03,53568,500.0
2026-07-02,53569,504.5
2026-07-03,53569,500.9
2026-07-02,53570,492.0
2026-07-03,53570,489.9
2026-07-02,53574,496.4
2026-07-03,53574,494.2
2026-07-02,53575,494.3
2026-07-03,53575,492.2
2026-07-02,53577,501.6
2026-07-03,53577,499.6
2026-07-02,53589,493.1
2026-07-03,53589,492.5
2026-07-02,53590,349.3
2026-07-03,53590,350.7
2026-07-02,53592,495.0
2026-07-03,53592,494.6
2026-07-02,53594,176.4
2026-07-03,53594,156.4
2026-07-02,53595,501.4
2026-07-03,53595,499.0
2026-07-02,53601,504.6
2026-07-03,53601,503.5
2026-07-02,53605,209.9
2026-07-03,53605,196.2
2026-07-02,53609,480.8
2026-07-03,53609,480.2
2026-07-02,53639,400.3
2026-07-03,53639,399.1
2026-07-02,53649,413.6
2026-07-03,53649,412.2
2026-07-02,53651,378.8
2026-07-03,53651,377.5
2026-07-02,53653,417.0
2026-07-03,53653,417.0
2026-07-02,53655,405.2
2026-07-03,53655,405.2
2026-07-02,53662,396.9
2026-07-03,53662,397.7
2026-07-02,53665,393.7
2026-07-03,53665,393.1
2026-07-02,53668,381.7
2026-07-03,53668,383.0
2026-07-02,53669,408.1
2026-07-03,53669,407.1
2026-07-02,53673,431.4
2026-07-03,53673,431.2
2026-07-02,53681,361.7
2026-07-03,53681,360.5
2026-07-02,53704,495.2
2026-07-03,53704,493.0
2026-07-02,53711,479.8
2026-07-03,53711,478.2
2026-07-02,53715,506.8
2026-07-03,53715,505.5
2026-07-02,53716,537.6
2026-07-03,53716,534.9
2026-07-02,53720,492.8
2026-07-03,53720,491.1
2026-07-02,53723,532.0
2026-07-03,53723,531.0
2026-07-02,53724,510.3
2026-07-03,53724,509.3
2026-07-02,53728,485.8
2026-07-03,53728,484.4
2026-07-02,53730,491.5
2026-07-03,53730,489.2
2026-07-02,53732,494.8
2026-07-03,53732,493.7
2026-07-02,53733,476.3
2026-07-03,53733,474.6
2026-07-02,53734,536.5
2026-07-03,53734,535.1
2026-07-02,53735,492.1
2026-07-03,53735,490.9
2026-07-02,53736,499.6
2026-07-03,53736,498.6
2026-07-02,53738,493.3
2026-07-03,53738,491.6
2026-07-02,53742,497.4
2026-07-03,53742,496.0
2026-07-02,53743,485.6
2026-07-03,53743,483.3
2026-07-02,53745,485.9
2026-07-03,53745,484.7
2026-07-02,53746,489.4
2026-07-03,53746,488.3
2026-07-02,53750,485.8
2026-07-03,53750,484.9
2026-07-02,53775,501.0
2026-07-03,53775,499.1
2026-07-02,53778,530.4
2026-07-03,53778,528.4
2026-07-02,53779,498.6
2026-07-03,53779,496.5
2026-07-02,53784,498.6
2026-07-03,53784,495.5
2026-07-02,53787,516.9
2026-07-03,53787,515.0
2026-07-02,53790,510.5
2026-07-03,53790,508.8
2026-07-02,53792,504.3
2026-07-03,53792,500.6
2026-07-02,53793,514.2
2026-07-03,53793,510.0
2026-07-02,53794,508.9
2026-07-03,53794,507.0
2026-07-02,53795,533.1
2026-07-03,53795,531.2
2026-07-02,53797,516.0
2026-07-03,53797,513.8
2026-07-02,53798,512.9
2026-07-03,53798,510.9
2026-07-02,53799,486.9
2026-07-03,53799,483.9
2026-07-02,53800,388.6
2026-07-03,53800,388.2
2026-07-02,53801,495.3
2026-07-03,53801,493.2
2026-07-02,53802,486.6
2026-07-03,53802,483.8
2026-07-02,53805,530.0
2026-07-03,53805,527.7
2026-07-02,53819,507.8
2026-07-03,53819,505.6
2026-07-03,53823,544.6
2026-07-02,53836,411.4
2026-07-03,53836,412.7
2026-07-02,53856,319.3
2026-07-03,53856,320.0
2026-07-03,53857,483.6
2026-07-02,53858,250.9
2026-07-03,53858,248.7
2026-07-03,53861,528.1
2026-07-02,53866,486.6
2026-07-03,53866,485.4
2026-07-02,53867,453.0
2026-07-03,53867,451.9
2026-07-02,53868,501.7
2026-07-03,53868,500.3
2026-07-02,53869,518.4
2026-07-03,53869,516.2
2026-07-02,53870,487.4
2026-07-03,53870,485.8
2026-07-02,53871,500.5
2026-07-03,53871,499.2
2026-07-02,53888,159.3
2026-07-02,53891,411.8
2026-07-03,53891,411.1
2026-07-02,53894,454.1
2026-07-03,53894,455.5
2026-07-02,53895,251.2
2026-07-03,53895,249.7
2026-07-02,53897,333.5
2026-07-03,53897,332.1
2026-07-02,53899,235.6
2026-07-03,53899,232.8
2026-07-02,53902,537.7
2026-07-03,53902,536.7
2026-07-02,53904,543.6
2026-07-03,53904,537.9
2026-07-03,53916,483.0
2026-07-02,53917,377.4
2026-07-03,53917,377.4
2026-07-02,53924,426.0
2026-07-03,53924,426.1
2026-07-02,53926,393.7
2026-07-03,53926,395.2
2026-07-02,53930,339.9
2026-07-03,53930,340.8
2026-07-02,53935,252.6
2026-07-03,53935,250.6
2026-07-02,53936,485.2
2026-07-03,53936,483.1
2026-07-02,53977,544.5
2026-07-03,53977,543.8
2026-07-03,54011,531.1
2026-07-03,54013,532.8
2026-07-03,54015,520.3
2026-07-02,54092,315.7
2026-07-03,54092,315.2
2026-07-02,54101,509.0
2026-07-03,54101,506.7
2026-07-02,54104,497.0
2026-07-03,54104,494.7
2026-07-02,54163,483.9
2026-07-03,54163,481.7
2026-07-02,54164,488.9
2026-07-03,54164,486.7
2026-07-03,54166,495.3
2026-07-02,54168,498.6
2026-07-03,54168,496.2
2026-07-02,54172,487.6
2026-07-03,54172,485.4
2026-07-02,54173,502.4
2026-07-03,54173,499.8
2026-07-03,54175,491.6
2026-07-02,54176,486.4
2026-07-03,54176,484.1
2026-07-02,54178,496.8
2026-07-03,54178,494.5
2026-07-02,54179,491.0
2026-07-03,54179,488.7
2026-07-02,54181,497.7
2026-07-03,54181,495.4
2026-07-02,54183,502.2
2026-07-03,54183,499.8
2026-07-02,54185,497.9
2026-07-03,54185,495.6
2026-07-02,54187,499.4
2026-07-03,54187,497.1
2026-07-02,54770,478.6
2026-07-03,54770,476.5
2026-07-02,54783,480.5
2026-07-03,54783,478.0
2026-07-02,54795,479.5
2026-07-03,54795,477.4
2026-07-02,54801,497.2
2026-07-03,54801,494.9
2026-07-02,54804,474.7
2026-07-03,54804,472.6
2026-07-02,54806,481.4
2026-07-03,54806,479.2
2026-07-02,54809,478.6
2026-07-03,54809,476.5
2026-07-02,55784,577.3
2026-07-03,55784,579.2
2026-07-02,56147,212.1
2026-07-03,56147,205.8
2026-07-02,56355,383.3
2026-07-03,56355,381.7
2026-07-02,56835,449.0
2026-07-03,56835,448.7
2026-07-02,57156,430.1
2026-07-03,57156,428.4
2026-07-02,57221,189.7
2026-07-03,57221,158.4
2026-07-02,57406,422.2
2026-07-03,57406,421.6
2026-07-02,57414,432.9
2026-07-03,57414,432.6
2026-07-02,57432,454.6
2026-07-03,57432,453.4
2026-07-02,57470,435.7
2026-07-03,57470,435.1
2026-07-02,57707,450.3
2026-07-03,57707,449.9
2026-07-02,57930,319.8
2026-07-03,57930,319.2
2026-07-02,58136,441.6
2026-07-03,58136,441.0
2026-07-02,58180,470.1
2026-07-03,58180,469.8
2026-07-02,58412,421.8
2026-07-03,58412,421.3
2026-07-02,58531,481.6
2026-07-03,58531,481.6
2026-07-02,58598,366.7
2026-07-03,58598,365.3
2026-07-02,58672,406.8
2026-07-03,58672,406.1
2026-07-02,58705,366.9
2026-07-03,58705,366.9
2026-07-02,58706,366.8
2026-07-03,58706,366.9
2026-07-02,58707,366.9
2026-07-03,58707,366.9
2026-07-02,58708,366.9
2026-07-03,58708,366.9
2026-07-02,58709,366.9
2026-07-03,58709,366.9
2026-07-02,58710,366.9
2026-07-03,58710,366.9
2026-07-02,58720,354.6
2026-07-03,58720,353.8
2026-07-02,58945,480.0
2026-07-03,58945,470.3
2026-07-03,59236,459.8
2026-07-03,59264,470.6
2026-07-02,59272,475.4
2026-07-03,59272,473.1
2026-07-02,59322,361.1
2026-07-03,59322,360.7
2026-07-02,59421,366.9
2026-07-03,59421,366.9
2026-07-02,59422,366.9
2026-07-03,59422,366.9
2026-07-02,59423,366.9
2026-07-03,59423,366.9
2026-07-02,59424,366.9
2026-07-03,59424,366.9
2026-07-02,59425,366.9
2026-07-03,59425,366.9
2026-07-02,59426,366.8
2026-07-03,59426,367.0
2026-07-02,59586,413.5
2026-07-03,59586,413.0
2026-07-02,59708,366.9
2026-07-03,59708,366.9
2026-07-02,59709,366.9
2026-07-03,59709,366.9
2026-07-02,59710,367.0
2026-07-03,59710,367.0
2026-07-02,59711,366.9
2026-07-03,59711,366.9
2026-07-02,59712,366.9
2026-07-03,59712,366.9
2026-07-02,59713,367.0
2026-07-03,59713,367.0
2026-07-02,59714,367.0
2026-07-03,59714,367.0
2026-07-02,59715,367.0
2026-07-03,59715,367.0
2026-07-02,59716,367.0
2026-07-03,59716,366.9
2026-07-02,59717,367.0
2026-07-03,59717,366.9
2026-07-02,59718,367.0
2026-07-03,59718,366.9
2026-07-02,59719,366.9
2026-07-03,59719,366.9
2026-07-02,59720,366.9
2026-07-03,59720,366.9
2026-07-02,59754,366.9
2026-07-03,59754,366.9
2026-07-02,59755,366.9
2026-07-03,59755,366.9
2026-07-02,59756,366.9
2026-07-03,59756,366.9
2026-07-02,59757,366.8
2026-07-03,59757,366.9
2026-07-02,59758,366.8
2026-07-03,59758,366.9
2026-07-02,59759,366.8
2026-07-03,59759,366.9
2026-07-02,59760,366.9
2026-07-03,59760,366.9
2026-07-02,59761,366.9
2026-07-03,59761,366.4
2026-07-02,59762,366.9
2026-07-03,59762,366.9
2026-07-02,59763,366.9
2026-07-03,59763,366.9
2026-07-02,59764,324.8
2026-07-03,59764,324.3
2026-07-02,59765,366.9
2026-07-03,59765,366.9
2026-07-02,59768,427.4
2026-07-03,59768,427.0
2026-07-02,59878,431.8
2026-07-03,59878,431.5
2026-07-02,59907,391.1
2026-07-03,59907,390.8
2026-07-02,59945,366.9
2026-07-03,59945,366.9
2026-07-02,59947,366.8
2026-07-03,59947,366.8
2026-07-02,59948,366.9
2026-07-03,59948,366.8
2026-07-02,59949,366.9
2026-07-03,59949,366.9
2026-07-02,59950,366.9
2026-07-03,59950,366.9
2026-07-02,59952,366.8
2026-07-03,59952,366.9
2026-07-02,59954,366.9
2026-07-03,59954,366.9
2026-07-02,59955,366.9
2026-07-03,59955,366.9
2026-07-02,59956,366.9
2026-07-03,59956,366.9
2026-07-02,59957,366.8
2026-07-03,59957,366.9
2026-07-02,60038,367.0
2026-07-03,60038,367.0
2026-07-02,60039,366.9
2026-07-03,60039,366.8
2026-07-02,60040,366.9
2026-07-03,60040,366.9
2026-07-02,60041,366.9
2026-07-03,60041,366.9
2026-07-02,60042,366.9
2026-07-03,60042,366.9
2026-07-02,60043,366.9
2026-07-03,60043,366.9
2026-07-02,60044,366.9
2026-07-03,60044,366.8
2026-07-02,60045,366.9
2026-07-03,60045,366.9
2026-07-02,60046,366.9
2026-07-03,60046,366.9
2026-07-02,60047,366.9
2026-07-03,60047,366.9
2026-07-02,60048,366.9
2026-07-03,60048,366.9
2026-07-02,60049,367.1
2026-07-03,60049,366.9
2026-07-02,60050,366.9
2026-07-03,60050,366.9
2026-07-02,60059,366.9
2026-07-03,60059,366.9
2026-07-02,60060,366.8
2026-07-03,60060,366.8
2026-07-02,60061,366.9
2026-07-03,60061,366.9
2026-07-02,60062,366.9
2026-07-03,60062,366.9
2026-07-02,60063,366.8
2026-07-03,60063,366.8
2026-07-02,60064,366.9
2026-07-03,60064,366.9
2026-07-02,60065,366.9
2026-07-03,60065,366.9
2026-07-02,60066,366.9
2026-07-03,60066,366.9
2026-07-02,60067,367.0
2026-07-03,60067,366.9
2026-07-02,60068,366.8
2026-07-03,60068,366.9
2026-07-02,60069,366.9
2026-07-03,60069,366.9
2026-07-02,60070,366.9
2026-07-03,60070,366.9
2026-07-02,60071,366.9
2026-07-03,60071,366.8
2026-07-03,60091,476.2
2026-07-02,60103,475.3
2026-07-03,60103,472.5
2026-07-02,60111,480.1
2026-07-03,60111,480.1
2026-07-02,60113,366.9
2026-07-03,60113,366.9
2026-07-02,60114,366.9
2026-07-03,60114,366.9
2026-07-02,60115,366.9
2026-07-03,60115,366.9
2026-07-02,60116,366.9
2026-07-03,60116,366.8
2026-07-02,60117,366.9
2026-07-03,60117,366.9
2026-07-02,60118,366.9
2026-07-03,60118,366.9
2026-07-02,60119,366.8
2026-07-03,60119,366.9
2026-07-02,60120,366.8
2026-07-03,60120,366.9
2026-07-02,60121,366.8
2026-07-03,60121,366.9
2026-07-02,60122,366.9
2026-07-03,60122,366.9
2026-07-02,60123,366.8
2026-07-03,60123,366.8
2026-07-02,60124,366.9
2026-07-03,60124,366.9
2026-07-02,60125,366.9
2026-07-03,60125,366.8
2026-07-02,60183,366.9
2026-07-03,60183,366.9
2026-07-02,60184,366.9
2026-07-03,60184,366.9
2026-07-02,60185,366.9
2026-07-03,60185,366.9
2026-07-02,60186,366.8
2026-07-03,60186,366.9
2026-07-02,60187,366.9
2026-07-03,60187,366.9
2026-07-02,60188,366.9
2026-07-03,60188,366.9
2026-07-02,60189,366.9
2026-07-03,60189,366.9
2026-07-02,60190,366.8
2026-07-03,60190,366.9
2026-07-02,60191,366.9
2026-07-03,60191,366.9
2026-07-02,60192,366.8
2026-07-03,60192,366.8
2026-07-02,60193,366.8
2026-07-03,60193,366.9
2026-07-02,60194,366.9
2026-07-03,60194,366.9
2026-07-02,60195,366.9
2026-07-03,60195,366.9
2026-07-02,60301,366.9
2026-07-03,60301,366.9
2026-07-02,60302,367.0
2026-07-03,60302,366.9
2026-07-02,60303,366.8
2026-07-03,60303,366.9
2026-07-02,60304,366.9
2026-07-03,60304,366.9
2026-07-02,60305,366.9
2026-07-03,60305,366.9
2026-07-02,60306,366.9
2026-07-03,60306,366.9
2026-07-02,60307,366.8
2026-07-03,60307,366.9
2026-07-02,60308,367.0
2026-07-03,60308,366.9
2026-07-02,60309,366.8
2026-07-03,60309,366.9
2026-07-02,60310,366.9
2026-07-03,60310,366.9
2026-07-02,60312,367.0
2026-07-03,60312,366.9
2026-07-02,60313,366.9
2026-07-03,60313,366.9
2026-07-02,60398,366.8
2026-07-03,60398,366.9
2026-07-02,60399,366.8
2026-07-03,60399,366.9
2026-07-02,60400,366.9
2026-07-03,60400,366.9
2026-07-02,60401,366.9
2026-07-03,60401,366.9
2026-07-02,60402,366.9
2026-07-03,60402,367.0
2026-07-02,60403,366.9
2026-07-03,60403,366.9
2026-07-02,60404,366.9
2026-07-03,60404,366.9
2026-07-02,60405,366.8
2026-07-03,60405,366.9
2026-07-02,60406,366.8
2026-07-03,60406,366.9
2026-07-02,60407,366.9
2026-07-03,60407,366.9
2026-07-02,60408,366.9
2026-07-03,60408,366.9
2026-07-02,60409,366.9
2026-07-03,60409,366.9
2026-07-02,60410,366.8
2026-07-03,60410,366.9
2026-07-02,60720,366.8
2026-07-03,60720,366.9
2026-07-02,60721,366.8
2026-07-03,60721,366.9
2026-07-02,60722,366.9
2026-07-03,60722,366.9
2026-07-02,60723,366.9
2026-07-03,60723,366.9
2026-07-02,60724,366.9
2026-07-03,60724,366.9
2026-07-02,60725,366.8
2026-07-03,60725,366.9
2026-07-02,60726,366.9
2026-07-03,60726,366.9
2026-07-02,60727,366.9
2026-07-03,60727,366.9
2026-07-02,60728,366.9
2026-07-03,60728,366.9
2026-07-02,60729,366.9
2026-07-03,60729,366.9
2026-07-02,60730,366.8
2026-07-03,60730,366.9
2026-07-02,60731,367.1
2026-07-03,60731,366.9
2026-07-02,60732,366.8
2026-07-03,60732,366.8
2026-07-02,60903,366.9
2026-07-03,60903,366.9
2026-07-02,60904,366.9
2026-07-03,60904,366.9
2026-07-02,60905,366.9
2026-07-03,60905,366.9
2026-07-02,60906,366.9
2026-07-03,60906,366.9
2026-07-02,60907,366.9
2026-07-03,60907,366.9
2026-07-02,60908,366.8
2026-07-03,60908,366.9
2026-07-02,60909,366.9
2026-07-03,60909,366.9
2026-07-02,60910,366.9
2026-07-03,60910,366.9
2026-07-02,60911,366.8
2026-07-03,60911,366.9
2026-07-02,60912,366.8
2026-07-03,60912,366.9
2026-07-02,60913,366.8
2026-07-03,60913,366.9
2026-07-02,60915,366.9
2026-07-03,60915,366.9
2026-07-02,60924,366.9
2026-07-03,60924,366.9
2026-07-02,60925,366.9
2026-07-03,60925,366.9
2026-07-02,60926,366.9
2026-07-03,60926,366.9
2026-07-02,60927,366.9
2026-07-03,60927,366.9
2026-07-02,60928,366.9
2026-07-03,60928,366.9
2026-07-02,60929,366.9
2026-07-03,60929,366.9
2026-07-02,60930,367.0
2026-07-03,60930,367.0
2026-07-02,60931,367.0
2026-07-03,60931,367.0
2026-07-02,60932,367.0
2026-07-03,60932,367.0
2026-07-02,60933,366.9
2026-07-03,60933,366.9
2026-07-02,60934,366.9
2026-07-03,60934,366.8
2026-07-02,60935,366.9
2026-07-03,60935,366.9
2026-07-02,60936,366.9
2026-07-03,60936,366.9
2026-07-02,60938,289.5
2026-07-03,60938,288.5
2026-07-02,60991,366.8
2026-07-03,60991,366.8
2026-07-02,60992,366.9
2026-07-03,60992,366.9
2026-07-02,60993,366.9
2026-07-03,60993,367.0
2026-07-02,60994,366.9
2026-07-03,60994,366.9
2026-07-02,60995,366.9
2026-07-03,60995,366.9
2026-07-02,60996,366.9
2026-07-03,60996,366.9
2026-07-02,60997,366.9
2026-07-03,60997,366.9
2026-07-02,60998,366.9
2026-07-03,60998,366.9
2026-07-02,60999,366.9
2026-07-03,60999,366.7
2026-07-02,61000,366.9
2026-07-03,61000,366.9
2026-07-02,61001,367.0
2026-07-03,61001,366.9
2026-07-02,61002,366.9
2026-07-03,61002,366.9
2026-07-02,61050,367.0
2026-07-03,61050,366.9
2026-07-02,61051,366.9
2026-07-03,61051,366.9
2026-07-02,61053,366.9
2026-07-03,61053,366.9
2026-07-02,61054,366.9
2026-07-03,61054,366.9
2026-07-02,61055,366.9
2026-07-03,61055,366.9
2026-07-02,61056,369.3
2026-07-03,61056,369.4
2026-07-02,61057,367.0
2026-07-03,61057,366.9
2026-07-02,61058,366.9
2026-07-03,61058,366.9
2026-07-02,61059,367.0
2026-07-03,61059,366.9
2026-07-02,61060,367.0
2026-07-03,61060,367.0
2026-07-02,61061,367.0
2026-07-03,61061,366.9
2026-07-02,61062,366.9
2026-07-03,61062,366.9
2026-07-02,61200,366.9
2026-07-03,61200,366.9
2026-07-02,61201,366.9
2026-07-03,61201,366.9
2026-07-02,61202,366.9
2026-07-03,61202,366.9
2026-07-02,61203,366.9
2026-07-03,61203,366.9
2026-07-02,61204,366.9
2026-07-03,61204,366.9
2026-07-02,61205,366.9
2026-07-03,61205,366.9
2026-07-02,61206,366.9
2026-07-03,61206,366.9
2026-07-02,61207,366.9
2026-07-03,61207,366.9
2026-07-02,61208,366.9
2026-07-03,61208,366.9
2026-07-02,61209,366.9
2026-07-03,61209,366.9
2026-07-02,61210,366.8
2026-07-03,61210,366.8
2026-07-02,61211,366.8
2026-07-03,61211,366.9
2026-07-02,61212,366.9
2026-07-03,61212,366.9
2026-07-02,61243,366.9
2026-07-03,61243,366.9
2026-07-02,61244,366.9
2026-07-03,61244,366.9
2026-07-02,61245,366.9
2026-07-03,61245,366.9
2026-07-02,61246,366.9
2026-07-03,61246,366.9
2026-07-02,61247,366.9
2026-07-03,61247,366.9
2026-07-02,61248,366.9
2026-07-03,61248,366.9
2026-07-02,61249,366.9
2026-07-03,61249,366.9
2026-07-02,61251,366.9
2026-07-03,61251,366.9
2026-07-02,61252,366.9
2026-07-03,61252,366.9
2026-07-02,61253,366.9
2026-07-03,61253,366.9
2026-07-02,61254,366.9
2026-07-03,61254,366.9
2026-07-02,61255,366.9
2026-07-03,61255,366.9
2026-07-02,61519,438.5
2026-07-03,61519,442.2
2026-07-02,61531,428.1
2026-07-03,61531,449.9
2026-07-02,61532,366.9
2026-07-03,61532,366.9
2026-07-02,61533,366.8
2026-07-03,61533,366.9
2026-07-02,61534,366.9
2026-07-03,61534,366.9
2026-07-02,61535,366.8
2026-07-03,61535,366.9
2026-07-02,61536,366.8
2026-07-03,61536,366.9
2026-07-02,61538,366.9
2026-07-03,61538,366.9
2026-07-02,61539,366.9
2026-07-03,61539,366.9
2026-07-02,61540,366.9
2026-07-03,61540,366.9
2026-07-02,61541,366.9
2026-07-03,61541,366.9
2026-07-02,61542,366.8
2026-07-03,61542,366.9
2026-07-02,61543,366.9
2026-07-03,61543,366.9
2026-07-02,61544,366.9
2026-07-03,61544,366.9
2026-07-02,61574,366.9
2026-07-03,61574,366.8
2026-07-02,61575,366.9
2026-07-03,61575,366.9
2026-07-02,61576,366.9
2026-07-03,61576,366.9
2026-07-02,61577,366.9
2026-07-03,61577,366.9
2026-07-02,61578,367.0
2026-07-03,61578,367.0
2026-07-02,61579,366.9
2026-07-03,61579,366.9
2026-07-02,61580,366.9
2026-07-03,61580,366.9
2026-07-02,61581,366.9
2026-07-03,61581,366.9
2026-07-02,61582,366.9
2026-07-03,61582,366.9
2026-07-02,61583,366.9
2026-07-03,61583,366.9
2026-07-02,61584,366.9
2026-07-03,61584,366.9
2026-07-02,61585,366.9
2026-07-03,61585,366.9
2026-07-02,61586,366.9
2026-07-03,61586,366.9
2026-07-02,61642,382.4
2026-07-03,61642,382.0
2026-07-02,61669,470.5
2026-07-03,61669,469.8
2026-07-02,61682,479.2
2026-07-03,61682,477.9
2026-07-02,61687,366.9
2026-07-03,61687,366.9
2026-07-02,61688,366.9
2026-07-03,61688,366.9
2026-07-02,61689,367.0
2026-07-03,61689,366.9
2026-07-02,61690,366.9
2026-07-03,61690,366.9
2026-07-02,61691,366.9
2026-07-03,61691,366.9
2026-07-02,61692,367.0
2026-07-03,61692,366.9
2026-07-02,61693,367.0
2026-07-03,61693,367.0
2026-07-02,61694,366.9
2026-07-03,61694,366.9
2026-07-02,61695,366.9
2026-07-03,61695,366.9
2026-07-02,61696,366.9
2026-07-03,61696,366.9
2026-07-02,61697,366.9
2026-07-03,61697,366.9
2026-07-02,61699,366.9
2026-07-03,61699,366.9
2026-07-03,61717,470.8
2026-07-02,61726,470.3
2026-07-03,61726,470.0
2026-07-02,61874,366.9
2026-07-03,61874,366.9
2026-07-02,61875,366.9
2026-07-03,61875,366.9
2026-07-02,61877,367.0
2026-07-03,61877,366.9
2026-07-02,61878,366.9
2026-07-03,61878,366.9
2026-07-02,61879,366.9
2026-07-03,61879,366.9
2026-07-02,61880,366.9
2026-07-03,61880,366.9
2026-07-02,61881,366.9
2026-07-03,61881,366.9
2026-07-02,61882,366.9
2026-07-03,61882,366.9
2026-07-02,61883,366.9
2026-07-03,61883,366.9
2026-07-02,61884,366.9
2026-07-03,61884,366.9
2026-07-02,61885,366.9
2026-07-03,61885,366.9
2026-07-02,61886,367.0
2026-07-03,61886,367.0
2026-07-02,61915,453.1
2026-07-03,61915,450.8
2026-07-02,61939,367.0
2026-07-03,61939,367.0
2026-07-02,61940,366.9
2026-07-03,61940,366.9
2026-07-02,61941,366.9
2026-07-03,61941,366.9
2026-07-02,61942,366.9
2026-07-03,61942,366.7
2026-07-02,61943,367.0
2026-07-03,61943,366.8
2026-07-02,61944,366.9
2026-07-03,61944,366.9
2026-07-02,61945,367.0
2026-07-03,61945,366.8
2026-07-02,61946,367.0
2026-07-03,61946,366.7
2026-07-02,61947,366.9
2026-07-03,61947,366.6
2026-07-02,61948,366.9
2026-07-03,61948,366.9
2026-07-02,61949,367.0
2026-07-03,61949,367.0
2026-07-02,61950,366.8
2026-07-03,61950,366.7
2026-07-02,61951,367.0
2026-07-03,61951,366.8
2026-07-02,61953,425.7
2026-07-03,61953,425.7
2026-07-02,61954,425.9
2026-07-03,61954,425.8
2026-07-02,61955,426.6
2026-07-03,61955,447.8
2026-07-02,61957,450.1
2026-07-03,61957,452.9
2026-07-02,62008,367.0
2026-07-03,62008,366.9
2026-07-02,62009,367.0
2026-07-03,62009,366.8
2026-07-02,62010,367.0
2026-07-03,62010,366.8
2026-07-02,62011,367.0
2026-07-03,62011,366.8
2026-07-02,62012,366.9
2026-07-03,62012,366.8
2026-07-02,62013,366.9
2026-07-03,62013,366.9
2026-07-02,62014,367.0
2026-07-03,62014,366.9
2026-07-02,62015,367.0
2026-07-03,62015,366.9
2026-07-02,62016,367.0
2026-07-03,62016,366.8
2026-07-02,62017,366.9
2026-07-03,62017,366.8
2026-07-02,62018,366.9
2026-07-03,62018,366.8
2026-07-02,62019,367.0
2026-07-03,62019,366.8
2026-07-02,62020,367.0
2026-07-03,62020,367.0
2026-07-02,62038,316.2
2026-07-03,62038,315.6
2026-07-02,62057,366.7
2026-07-03,62057,366.7
2026-07-02,62058,366.7
2026-07-03,62058,366.8
2026-07-02,62059,366.7
2026-07-03,62059,366.7
2026-07-02,62060,366.7
2026-07-03,62060,366.9
2026-07-02,62061,366.7
2026-07-03,62061,366.9
2026-07-02,62062,366.7
2026-07-03,62062,366.8
2026-07-02,62063,366.7
2026-07-03,62063,366.9
2026-07-02,62064,366.7
2026-07-03,62064,366.8
2026-07-02,62065,366.9
2026-07-03,62065,366.8
2026-07-02,62066,366.4
2026-07-03,62066,366.7
2026-07-02,62067,366.8
2026-07-03,62067,366.9
2026-07-02,62068,366.8
2026-07-03,62068,366.8
2026-07-02,62069,366.7
2026-07-03,62069,366.8
2026-07-02,62088,363.4
2026-07-03,62088,363.1
2026-07-02,62089,363.7
2026-07-03,62089,363.5
2026-07-02,62090,363.7
2026-07-03,62090,363.5
2026-07-02,62091,363.6
2026-07-03,62091,363.4
2026-07-02,62092,363.5
2026-07-03,62092,363.5
2026-07-02,62093,363.8
2026-07-03,62093,363.5
2026-07-02,62094,363.6
2026-07-03,62094,362.6
2026-07-02,62095,363.6
2026-07-03,62095,363.2
2026-07-02,62096,363.5
2026-07-03,62096,363.6
2026-07-02,62097,363.4
2026-07-03,62097,363.4
2026-07-02,62098,363.4
2026-07-03,62098,363.4
2026-07-02,62099,363.6
2026-07-03,62099,363.7
2026-07-02,62204,378.0
2026-07-03,62204,377.7
2026-07-02,62218,366.8
2026-07-03,62218,366.9
2026-07-02,62219,366.7
2026-07-03,62219,366.8
2026-07-02,62220,366.8
2026-07-03,62220,366.8
